education,food,groceries,nightlife,x,y
0,1,0,0,-71.0610233,42.3572766
0,0,1,0,-71.0625736,42.3580872
0,1,0,0,-71.062697,42.3584836
0,1,0,0,-71.0627157,42.3586145
0,1,0,0,-71.0627908,42.3589395
0,1,0,0,-71.0771775,42.3705274
0,1,0,0,-71.0818499,42.3714112
0,1,0,0,-71.1098463,42.3687019
0,0,0,1,-71.0662113,42.3506611
0,1,0,0,-71.0780702,42.3662759
0,1,0,0,-71.0780588,42.3663589
0,1,0,0,-71.0780441,42.366472
0,1,0,0,-71.0554274,42.3592336
0,1,0,0,-71.0973366,42.3804502
0,1,0,0,-71.102507,42.3822787
0,1,0,0,-71.1061515,42.3829871
0,0,0,1,-71.0943561,42.3799556
0,1,0,1,-71.0979461,42.3806907
0,1,0,0,-71.0865831,42.3627874
0,1,0,1,-71.0729011,42.3463152
0,1,0,0,-71.0541968,42.3576995
0,1,0,0,-71.0941289,42.3797079
0,1,0,0,-71.0957768,42.3731918
0,0,0,1,-71.0536973,42.3594126
0,1,0,0,-71.0825757,42.3472541
0,1,0,0,-71.101797,42.364022
0,1,0,0,-71.1022587,42.3650238
0,1,0,0,-71.0528227,42.3537855
0,1,0,0,-71.0624332,42.3661685
0,1,0,1,-71.0618785,42.3663757
0,0,1,0,-71.0366668,42.3354422
0,1,0,0,-71.0569687,42.3423825
0,1,0,0,-71.0925398,42.3630856
0,1,0,0,-71.070484,42.3448813
0,1,0,0,-71.0761022,42.3469394
0,1,0,0,-71.0567876,42.3611464
0,0,0,1,-71.1307542,42.3526314
0,1,0,0,-71.1280928,42.3461504
0,0,1,0,-71.1244333,42.3523697
0,1,0,0,-71.1177533,42.3511189
1,0,0,0,-71.1023218,42.3489018
1,0,0,0,-71.1009021,42.3489751
0,1,0,0,-71.1219581,42.3521499
0,1,0,0,-71.0195344,42.3623116
0,0,0,1,-71.019718,42.3620632
0,1,0,0,-71.020842,42.3618502
0,0,0,1,-71.0204127,42.3617362
0,1,0,0,-71.0185512,42.3607531
0,1,0,0,-71.0502082,42.3513272
0,0,1,0,-71.1298555,42.3594167
0,0,1,0,-71.1344064,42.3544537
0,1,0,0,-71.0981162,42.3623342
0,1,0,0,-71.0971787,42.3705673
0,1,0,0,-71.0495841,42.3492821
1,0,0,0,-71.1044559,42.3829313
1,0,0,0,-71.0724531,42.3548083
0,1,0,0,-71.0840145,42.3486185
0,1,0,0,-71.1136744,42.3708231
0,1,0,0,-71.1136536,42.3707544
0,0,1,0,-71.0991914,42.3736174
0,1,0,0,-71.0554695,42.3594624
0,1,0,0,-71.053911,42.3602557
0,1,0,0,-71.0571574,42.3529082
0,1,0,0,-71.1108039,42.3730267
0,1,0,0,-71.0555877,42.3596962
0,1,0,0,-71.113526,42.370679
0,1,0,0,-71.118338,42.372168
1,0,0,0,-71.09351,42.338343
0,1,0,0,-71.092916,42.338571
0,1,0,0,-71.060984,42.351541
0,0,1,0,-71.062178,42.351145
0,1,0,0,-71.1219649,42.3742959
0,1,0,0,-71.0590353,42.3523573
0,0,1,0,-71.0877842,42.3855911
0,1,0,0,-71.1016034,42.3639406
0,1,0,0,-71.0968378,42.3633417
0,1,0,0,-71.0968948,42.3633451
0,1,0,0,-71.062397,42.3736375
0,1,0,0,-71.0818503,42.3449757
0,1,0,0,-71.0671472,42.3523041
0,1,0,0,-71.1100389,42.3599165
0,1,0,0,-71.1191244,42.3851018
0,1,0,0,-71.0626786,42.3514781
0,0,1,0,-71.0662711,42.375626
0,1,0,0,-71.0616824,42.3722237
0,1,0,0,-71.0626573,42.3738086
0,1,0,0,-71.0613055,42.3713911
0,1,0,0,-71.0980819,42.3732559
0,0,1,0,-71.0628246,42.3454666
0,1,0,0,-71.0968042,42.3797312
0,1,0,0,-71.096652,42.379807
0,1,0,0,-71.1050289,42.3663914
0,1,0,0,-71.1012393,42.3641618
0,1,0,0,-71.1010503,42.3636315
0,0,1,0,-71.0631861,42.3293884
0,0,0,1,-71.054186,42.3593344
0,1,0,0,-71.0762559,42.367174
0,1,0,0,-71.0635699,42.3261063
0,0,1,0,-71.0590721,42.3546125
1,0,0,0,-71.0911614,42.3501469
1,0,0,0,-71.0905927,42.3503332
1,0,0,0,-71.0903217,42.350867
1,0,0,0,-71.0750715,42.3550164
1,0,0,0,-71.0746792,42.3551061
1,0,0,0,-71.073387,42.3555077
0,1,0,0,-71.0827813,42.3497076
0,0,1,0,-71.0824595,42.3497642
0,1,0,0,-71.0840115,42.349375
1,0,0,0,-71.0637854,42.360203
0,1,0,0,-71.0604574,42.3508451
0,1,0,0,-71.060791,42.3502446
1,0,0,0,-71.0457294,42.3543806
0,1,0,0,-71.0554623,42.3642349
0,1,0,0,-71.0851921,42.3475656
0,1,0,0,-71.0814544,42.3492188
0,1,0,0,-71.0727007,42.348281
0,1,0,0,-71.0640361,42.3530004
0,1,0,0,-71.0673784,42.3512787
0,1,0,0,-71.0550417,42.3605216
0,1,0,0,-71.0774061,42.3441327
0,1,0,0,-71.0872229,42.3623423
0,1,0,0,-71.0717382,42.3440669
0,1,0,0,-71.0631089,42.374186
0,0,1,0,-71.1207548,42.3735176
0,0,0,1,-71.1200134,42.3742245
0,1,0,0,-71.1194187,42.3731248
0,1,0,0,-71.1198198,42.3726803
0,1,0,0,-71.1193633,42.3725858
1,0,0,0,-71.1195257,42.3725026
0,1,0,0,-71.120629,42.3740762
0,1,0,0,-71.1202828,42.3742557
0,1,0,1,-71.1202242,42.3734742
0,1,0,0,-71.1214835,42.3742493
0,1,0,0,-71.1218285,42.3737684
1,0,0,0,-71.121688,42.3736527
0,1,0,0,-71.1235632,42.3720308
0,1,0,0,-71.1233211,42.3722812
0,0,0,1,-71.1228944,42.372203
0,0,0,1,-71.1226705,42.3723595
0,1,0,0,-71.1212504,42.3723491
0,1,0,0,-71.1215195,42.3724072
0,1,0,0,-71.1214254,42.372063
0,1,0,1,-71.1208719,42.3724751
0,1,0,0,-71.0424995,42.3502312
0,1,0,0,-71.0389354,42.3732601
0,1,0,0,-71.0700736,42.3572896
0,1,0,0,-71.0770113,42.3488338
0,1,0,0,-71.0914389,42.3662592
0,1,0,0,-71.101556,42.3643284
0,1,0,0,-71.09108,42.365965
0,0,1,0,-71.1044372,42.3650111
0,0,0,1,-71.0554328,42.3600431
0,1,0,0,-71.0853413,42.3484584
0,1,0,0,-71.1158389,42.3721154
0,1,0,0,-71.0796327,42.350181
0,0,1,0,-71.0655953,42.3440762
0,0,1,0,-71.0649971,42.3462438
0,1,0,0,-71.1328612,42.3532647
0,0,1,0,-71.0669158,42.3649911
0,1,0,0,-71.0628969,42.3739303
0,1,0,0,-71.0532395,42.3640945
0,1,0,0,-71.0559541,42.3631985
0,1,0,0,-71.0781861,42.3488106
0,1,0,0,-71.0538289,42.3634484
0,1,0,0,-71.0812157,42.3494393
0,1,0,0,-71.0659594,42.3524497
0,1,0,0,-71.1234968,42.3431611
0,1,0,0,-71.0386089,42.3499228
0,1,0,0,-71.048281,42.3536315
0,0,0,1,-71.0482059,42.3538356
0,1,0,0,-71.0454994,42.3529933
0,1,0,0,-71.0453037,42.3541429
0,0,0,1,-71.0396228,42.3479524
0,1,0,0,-71.0381261,42.3505452
0,1,0,0,-71.0477525,42.3501724
0,1,0,0,-71.0479672,42.3542123
0,0,1,0,-71.0996305,42.3445687
0,0,1,0,-71.0705787,42.3444597
0,0,1,0,-71.0575226,42.365439
0,1,0,0,-71.0550471,42.3660458
0,1,0,0,-71.0587235,42.3511341
0,1,0,0,-71.0599275,42.3518669
0,0,1,0,-71.0550683,42.359706
0,1,0,1,-71.0793661,42.3821725
0,1,0,0,-71.0737874,42.3482892
0,1,0,0,-71.09446,42.3472906
0,0,0,1,-71.1311139,42.3509128
0,0,1,0,-71.064259,42.3749715
0,1,0,0,-71.0753521,42.346411
0,1,0,0,-71.0750248,42.3462406
0,1,0,0,-71.0839397,42.3475781
0,1,0,0,-71.0830356,42.3474807
1,0,0,0,-71.0643432,42.3610311
0,1,0,0,-71.0699413,42.3574147
0,1,0,0,-71.0462789,42.3534728
0,1,0,0,-71.059298,42.3547826
0,1,0,0,-71.0557241,42.3418023
0,1,0,0,-71.0508887,42.3549741
0,1,0,0,-71.058779,42.3532254
0,1,0,0,-71.0539108,42.3577944
0,1,0,0,-71.0477018,42.3363088
0,1,0,0,-71.0544421,42.357101
0,1,0,0,-71.0552196,42.3517857
0,1,0,0,-71.0614194,42.3516147
0,1,0,0,-71.0677422,42.3485797
0,1,0,0,-71.0600308,42.3567935
0,1,0,0,-71.0746861,42.3354825
0,1,0,0,-71.0555973,42.3628574
0,1,0,0,-71.1290811,42.3523833
0,1,0,0,-71.1350581,42.349451
0,0,0,1,-71.1332654,42.3496582
0,0,0,1,-71.1321201,42.3501647
0,1,0,0,-71.1318519,42.3502658
0,0,1,0,-71.1312886,42.3505572
0,1,0,0,-71.1277186,42.3461287
0,0,0,1,-71.1343705,42.3530954
0,1,0,0,-71.132889,42.3528846
0,0,0,1,-71.1326048,42.3532482
0,0,1,0,-71.1252939,42.3528417
0,1,0,0,-71.125428,42.3530003
0,1,0,0,-71.1243015,42.3518387
0,1,0,0,-71.1230194,42.3517237
0,0,1,0,-71.1348939,42.3495447
0,0,1,0,-71.1323143,42.3532194
0,0,1,0,-71.1303788,42.3525031
0,1,0,0,-71.130408,42.3529564
0,1,0,0,-71.1304859,42.3529852
0,1,0,0,-71.1309119,42.3530194
0,1,0,0,-71.1313038,42.3530795
0,1,0,0,-71.1311303,42.3530567
0,1,0,0,-71.1307999,42.3530122
0,1,0,0,-71.1320067,42.3533598
0,1,0,0,-71.1322694,42.3543195
0,0,0,1,-71.1324435,42.3548626
0,0,0,1,-71.1323668,42.3535452
0,1,0,0,-71.1324258,42.3538723
0,0,0,1,-71.1328125,42.355133
0,1,0,0,-71.132296,42.3544569
0,1,0,0,-71.1340698,42.3551047
0,1,0,0,-71.131685,42.3521711
0,1,0,0,-71.1314223,42.3514098
0,1,0,0,-71.1319552,42.3518915
0,1,0,0,-71.1320054,42.3520441
0,1,0,0,-71.130521,42.349931
0,1,0,1,-71.0855507,42.3471427
0,1,0,0,-71.1287983,42.3524544
0,0,0,1,-71.1326152,42.352891
0,1,0,0,-71.1213903,42.3735585
0,1,0,0,-71.120234,42.3721131
0,1,0,0,-71.1054162,42.3495403
0,1,0,0,-71.1055778,42.3495951
0,0,0,1,-71.1059547,42.3496292
0,1,0,0,-71.1033215,42.3494125
0,0,1,0,-71.105858,42.3476945
0,0,0,1,-71.0617544,42.3644568
0,0,0,1,-71.0844176,42.3484297
0,0,0,1,-71.0565718,42.3616934
0,0,0,1,-71.0592142,42.3538448
1,0,0,0,-71.1307446,42.3555998
0,1,0,0,-71.0633233,42.3450633
0,1,0,0,-71.0629056,42.3576412
0,1,0,1,-71.0590082,42.3576641
0,0,1,0,-71.019436,42.3618934
0,0,0,1,-71.0946215,42.34729
0,1,0,0,-71.0800629,42.3464233
0,1,0,0,-71.0788913,42.3470941
0,1,0,0,-71.0804389,42.3469146
0,1,0,0,-71.0820869,42.3458425
0,1,0,0,-71.0802008,42.3473792
0,1,0,0,-71.120511,42.3734706
0,0,1,0,-71.1092722,42.3749397
0,1,0,0,-71.109122,42.3749209
0,1,0,0,-71.0860246,42.3478933
0,0,0,1,-71.0615308,42.3581795
0,1,0,0,-71.0580645,42.3579469
0,1,0,0,-71.1084014,42.3461037
0,0,0,1,-71.1093643,42.322003
0,1,0,0,-71.1082921,42.3225384
0,1,0,0,-71.1313895,42.351347
0,1,0,0,-71.1310726,42.3508317
0,1,0,0,-71.0873932,42.3411099
0,1,0,0,-71.0902023,42.3400953
0,1,0,0,-71.0862086,42.348741
0,0,1,0,-71.0174435,42.3615327
0,1,0,0,-71.0171995,42.3615605
0,1,0,0,-71.0173792,42.3610967
0,0,1,0,-71.0178807,42.360292
0,0,1,0,-71.0186157,42.3608311
0,0,1,0,-71.02074,42.3616825
0,0,1,0,-71.0823811,42.3332881
0,0,1,0,-71.1041121,42.3333732
0,0,1,0,-71.0849521,42.3715688
0,1,0,0,-71.0845055,42.3715197
0,0,0,1,-71.0868953,42.3720617
0,1,0,0,-71.0871809,42.3720745
0,1,0,0,-71.0876571,42.3718883
0,1,0,0,-71.088105,42.3722014
0,1,0,0,-71.070152,42.36202
1,0,0,0,-71.0877569,42.3240331
0,1,0,0,-71.06548,42.3758443
0,0,1,0,-71.0761599,42.3336175
0,1,0,0,-71.0552562,42.3626747
0,1,0,0,-71.0769798,42.3697929
0,1,0,0,-71.077059,42.3693896
0,1,0,1,-71.0765353,42.3672187
0,1,0,0,-71.0757775,42.3671216
0,1,0,0,-71.0748569,42.367938
0,1,0,0,-71.0713814,42.3443729
0,0,0,1,-71.0205543,42.3708545
0,1,0,1,-71.0535739,42.3576683
0,1,0,0,-71.0608747,42.350687
0,1,0,0,-71.0824013,42.3397835
0,1,0,1,-71.0805559,42.3418295
1,0,0,0,-71.0651527,42.3522804
0,0,1,0,-71.0837988,42.373999
0,1,0,0,-71.0657802,42.3512653
0,1,0,0,-71.0672396,42.3521152
0,1,0,0,-71.0719203,42.3494568
0,1,0,0,-71.0821143,42.3658726
0,1,0,0,-71.0878554,42.3465688
0,0,1,0,-71.087292,42.3438507
1,0,0,0,-71.0873104,42.3459766
0,1,0,0,-71.0863727,42.3438676
0,1,0,0,-71.0869785,42.3450874
0,1,0,0,-71.0872077,42.3457817
0,1,0,0,-71.0872442,42.3459023
1,0,0,0,-71.0867654,42.3457128
1,0,0,0,-71.0868228,42.3458409
1,0,0,0,-71.0874658,42.3470677
0,1,0,0,-71.0555925,42.3645231
0,1,0,1,-71.0567757,42.3614326
0,1,0,0,-71.0820046,42.3486459
0,1,0,0,-71.0856018,42.3472214
0,1,0,0,-71.0924868,42.3666252
0,1,0,0,-71.0628464,42.3510404
0,1,0,0,-71.0627538,42.3513369
0,1,0,0,-71.0753642,42.3465919
0,0,0,1,-71.061633,42.35549
0,0,0,1,-71.0505201,42.3606813
0,1,0,0,-71.0516429,42.3602154
0,1,0,0,-71.087046,42.3452534
0,1,0,0,-71.0582331,42.3550826
0,1,0,0,-71.0992738,42.3439787
0,1,0,0,-71.1000745,42.3444406
0,1,0,0,-71.100167,42.3447043
0,0,0,1,-71.1206794,42.3717699
0,1,0,0,-71.0503612,42.3591768
0,1,0,0,-71.0559087,42.3533132
0,1,0,0,-71.0506858,42.3619797
0,0,1,0,-71.0143456,42.3657673
0,0,1,0,-71.0148773,42.3652084
0,0,0,1,-71.0151732,42.3679938
0,1,0,0,-71.01497,42.3680815
0,1,0,1,-71.0154702,42.3674151
0,1,0,0,-71.0156654,42.3670194
0,1,0,0,-71.0163367,42.3671983
0,1,0,0,-71.0172603,42.3671407
0,1,0,0,-71.0151135,42.3660124
0,1,0,0,-71.0164173,42.3659282
0,1,0,0,-71.0153162,42.3661062
0,1,0,1,-71.0178382,42.3653162
0,1,0,0,-71.0171803,42.3632907
0,0,1,0,-71.0178929,42.3625681
0,1,0,1,-71.0155014,42.36586
0,1,0,1,-71.0177356,42.3630022
0,0,0,1,-71.0171189,42.3631673
0,1,0,0,-71.0541799,42.3601655
0,1,0,0,-71.0826927,42.3497214
0,0,1,0,-71.130034,42.3634369
1,0,0,0,-71.0877545,42.3239421
0,1,0,0,-71.0621541,42.353697
0,1,0,0,-71.0626995,42.3533122
0,1,0,0,-71.0618225,42.3543481
0,1,0,0,-71.0968126,42.373089
0,1,0,0,-71.0426929,42.3500423
0,1,0,0,-71.1207269,42.339674
1,0,0,0,-71.1120483,42.374924
1,0,0,0,-71.1116031,42.3747258
1,0,0,0,-71.1123712,42.3741401
1,0,0,0,-71.1118563,42.3740054
1,0,0,0,-71.1111374,42.3746355
1,0,0,0,-71.1103167,42.3745959
0,1,0,1,-71.0887487,42.3467728
0,1,0,0,-71.0719323,42.3514118
0,1,0,0,-71.0540986,42.363255
1,0,0,0,-71.1223774,42.3408943
0,1,0,0,-71.0989865,42.3623784
0,0,1,0,-71.0934361,42.3631302
0,1,0,0,-71.0939078,42.3628673
0,0,0,1,-71.101637,42.3635621
0,1,0,0,-71.0575271,42.351071
0,1,0,0,-71.105435,42.366639
0,1,0,0,-71.043669,42.3520923
0,1,0,0,-71.0499784,42.3730678
0,0,1,0,-71.0403834,42.3763656
0,1,0,0,-71.0406195,42.3748344
0,1,0,0,-71.0588177,42.3576068
0,1,0,0,-71.0581315,42.3574582
0,0,1,0,-71.0583903,42.3571918
0,1,0,0,-71.0581869,42.357403
0,1,0,0,-71.0578623,42.3578242
0,1,0,0,-71.0577319,42.3583914
0,1,0,0,-71.0582105,42.3577509
0,1,0,0,-71.0477128,42.3370536
0,0,0,1,-71.0601662,42.3565937
0,1,0,0,-71.0541025,42.3603795
0,1,0,0,-71.0407077,42.3491245
0,1,0,0,-71.0723582,42.3437826
0,1,0,0,-71.0691398,42.3468371
0,1,0,0,-71.0813368,42.346854
0,1,0,0,-71.0593134,42.3581994
0,1,0,0,-71.0869426,42.372043
0,1,0,0,-71.0797456,42.3505041
0,1,0,0,-71.0552111,42.3601194
0,1,0,1,-71.053295,42.3583073
0,1,0,0,-71.1183605,42.3720656
0,1,0,0,-71.1181628,42.3720083
0,1,0,0,-71.0793118,42.3487652
0,1,0,0,-71.0552011,42.3651219
0,1,0,0,-71.08715,42.3720663
0,0,0,1,-71.0616993,42.3551443
0,1,0,0,-71.1090904,42.3223246
0,0,1,0,-71.1050165,42.3250024
0,1,0,0,-71.1095921,42.3222413
0,1,0,0,-71.1067331,42.3226548
0,1,0,0,-71.0599233,42.3513135
0,1,0,0,-71.0536786,42.3422599
0,0,1,0,-71.0502388,42.3472764
0,1,0,0,-71.0558899,42.3634262
0,1,0,0,-71.0504909,42.3624578
0,0,1,0,-71.0260084,42.380153
0,0,1,0,-71.0425433,42.318846
0,1,0,0,-71.0423555,42.3188996
0,1,0,0,-71.0630527,42.3512206
0,1,0,0,-71.0628128,42.3511734
0,1,0,0,-71.1202613,42.371986
0,1,0,0,-71.1197976,42.3832828
0,1,0,1,-71.1194801,42.3820677
0,0,0,1,-71.1194853,42.3821356
0,0,1,0,-71.1193998,42.3829042
0,1,0,0,-71.1191251,42.3851611
0,1,0,0,-71.1195752,42.385222
0,1,0,0,-71.1196974,42.3841278
0,0,0,1,-71.1198364,42.3827376
0,0,0,1,-71.0980988,42.3810298
0,0,1,0,-71.1190946,42.3741945
0,0,1,0,-71.1166253,42.3713562
0,1,0,0,-71.116583,42.3713445
0,1,0,0,-71.1198438,42.3825055
0,1,0,0,-71.1198525,42.3824517
0,1,0,0,-71.1198613,42.3823952
0,0,0,1,-71.1096436,42.3838051
0,1,0,0,-71.1018661,42.3820697
0,0,1,0,-71.0986172,42.373319
0,1,0,1,-71.0984022,42.3733006
0,1,0,0,-71.0977758,42.3732304
0,1,0,0,-71.0973665,42.3731647
0,1,0,0,-71.096984,42.3731173
0,1,0,0,-71.0971618,42.37338
0,1,0,1,-71.1201765,42.3727636
0,1,0,0,-71.1197363,42.3725334
0,1,0,0,-71.1193659,42.3724842
0,1,0,0,-71.1190977,42.3724155
0,1,0,0,-71.1113392,42.3695166
0,1,0,0,-71.111265,42.3694961
0,1,0,0,-71.1086529,42.3681918
0,1,0,0,-71.018318,42.3682505
0,0,0,1,-71.0600136,42.356523
0,1,0,1,-71.0587158,42.3581085
0,1,0,0,-71.100378,42.3842044
0,1,0,0,-71.0452919,42.3529429
1,0,0,0,-71.0621085,42.3499675
0,0,0,1,-71.0343572,42.3473131
0,1,0,0,-71.0533088,42.3536298
0,1,0,0,-71.1302064,42.3525412
0,1,0,0,-71.131793,42.3524555
0,0,1,0,-71.0773033,42.3504107
0,1,0,0,-71.0514451,42.3594832
0,1,0,0,-71.0552539,42.3632331
0,0,1,0,-71.0877357,42.3392406
0,0,1,0,-71.120554,42.3382825
0,0,1,0,-71.1016235,42.3807373
0,1,0,0,-71.1313413,42.3823305
0,1,0,0,-71.1343508,42.3549742
0,1,0,0,-71.1319035,42.3543951
0,1,0,0,-71.1336575,42.3530567
0,1,0,0,-71.0581471,42.3539429
0,1,0,0,-71.1161415,42.3724808
0,1,0,0,-71.0673326,42.3409422
0,0,0,1,-71.0850565,42.3481778
0,1,0,0,-71.0833396,42.3491386
0,1,0,0,-71.063475,42.3531653
0,1,0,0,-71.0547117,42.3605538
0,1,0,0,-71.0556513,42.3604649
0,1,0,0,-71.0557717,42.3593838
0,0,0,1,-71.054952,42.3604815
0,1,0,0,-71.0623427,42.3638445
0,1,0,0,-71.0607989,42.3510505
0,1,0,0,-71.0537051,42.364132
0,1,0,0,-71.058393,42.3537849
0,1,0,0,-71.05857,42.3539018
0,1,0,0,-71.0584867,42.3538505
0,0,1,0,-71.095925,42.3698775
0,1,0,0,-71.1046515,42.3336945
0,1,0,0,-71.1042974,42.3337718
0,0,1,0,-71.1043805,42.3341089